DIETARY,MICROBE,EVIDENCE,QUESTIONS,RELATION
rice,Staphylococcus,KEY POINTS: • Volatile flavor compounds increased following roasted-rice leachate fermentation • Staphylococcus was the primary genera in fermented cigar • Debaryomyces may improve the quality of tobacco leaves.,What is the relation between rice and Staphylococcus?,positive
water,Pseudomonas aeruginosa,"The three most common opportunistic pathogens in drinking water systems are Legionella pneumophila, Mycobacterium avium, and Pseudomonas aeruginosa.",What is the relation between water and Pseudomonas aeruginosa?,relate
water,Mycobacterium,"The three most common opportunistic pathogens in drinking water systems are Legionella pneumophila, Mycobacterium avium, and Pseudomonas aeruginosa.",What is the relation between water and Mycobacterium?,relate
water,Pseudomonas,"The three most common opportunistic pathogens in drinking water systems are Legionella pneumophila, Mycobacterium avium, and Pseudomonas aeruginosa.",What is the relation between water and Pseudomonas?,relate
water,Legionella,"The three most common opportunistic pathogens in drinking water systems are Legionella pneumophila, Mycobacterium avium, and Pseudomonas aeruginosa.",What is the relation between water and Legionella?,relate
water,Stenotrophomonas maltophilia,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Stenotrophomonas maltophilia?,relate
water,Burkholderia pseudomallei,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Burkholderia pseudomallei?,relate
water,Acinetobacter baumannii,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Acinetobacter baumannii?,relate
water,Arcobacter butzleri,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Arcobacter butzleri?,relate
water,Stenotrophomonas,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Stenotrophomonas?,relate
water,Acinetobacter,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Acinetobacter?,relate
water,Burkholderia,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Burkholderia?,relate
water,Klebsiella,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Klebsiella?,relate
water,Arcobacter,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Arcobacter?,relate
water,Aeromonas,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Aeromonas?,relate
water,Serratia,"In addition, information is provided on a group of nine other opportunistic pathogens that are less commonly found in drinking water systems, including Aeromonas hydrophila, Klebsiella pneumoniae, Serratia marcescens, Burkholderia pseudomallei, Acinetobacter baumannii, Stenotrophomonas maltophilia, Arcobacter butzleri, and several free-living amoebae including Naegleria fowleri and species of Acanthamoeba.",What is the relation between water and Serratia?,relate
water,Pseudomonas,"The public health risk for these microbes in drinking water is still unclear, but in most cases, efforts to manage Legionella, mycobacteria, and Pseudomonas risks will also be effective for these other opportunistic pathogens.",What is the relation between water and Pseudomonas?,positive
water,Legionella,"The public health risk for these microbes in drinking water is still unclear, but in most cases, efforts to manage Legionella, mycobacteria, and Pseudomonas risks will also be effective for these other opportunistic pathogens.",What is the relation between water and Legionella?,positive
FISH,Halomonas,"Here, we provide specific FISH probes for Halomonas sp.",What is the relation between FISH and Halomonas?,relate
milk,Staphylococcus,"However, their efficacy in alleviating mammary inflammation and oxidative stress and protecting the blood-milk barrier (BMB) compromised by Staphylococcus aureus (S. au) infection remains uncertain.",What is the relation between milk and Staphylococcus?,negative
lemon,Staphylococcus epidermidis,"The addition of lemon myrtle oil imparted viscoelastic behaviour for improved processability of AV-SA-LMO hydrogel prototypes, while increasing protein adhesion, enhancing physical properties, and demonstrating antimicrobial activity against the common wound-infecting microbes Staphylococcus epidermidis and Candida albicans.",What is the relation between lemon and Staphylococcus epidermidis?,negative
lemon,Candida albicans,"The addition of lemon myrtle oil imparted viscoelastic behaviour for improved processability of AV-SA-LMO hydrogel prototypes, while increasing protein adhesion, enhancing physical properties, and demonstrating antimicrobial activity against the common wound-infecting microbes Staphylococcus epidermidis and Candida albicans.",What is the relation between lemon and Candida albicans?,negative
lemon,Staphylococcus,"The addition of lemon myrtle oil imparted viscoelastic behaviour for improved processability of AV-SA-LMO hydrogel prototypes, while increasing protein adhesion, enhancing physical properties, and demonstrating antimicrobial activity against the common wound-infecting microbes Staphylococcus epidermidis and Candida albicans.",What is the relation between lemon and Staphylococcus?,negative
cabbage,Proteobacteria,"Bacterial phyla such as Proteobacteria, Bacteriodetes, and Acidobacteria and fungal phyla including Olpidiomycota and Ascomycota were most dominant in the rhizosphere of Chinese cabbage plants.",What is the relation between cabbage and Proteobacteria?,relate
cabbage,Acidobacteria,"Bacterial phyla such as Proteobacteria, Bacteriodetes, and Acidobacteria and fungal phyla including Olpidiomycota and Ascomycota were most dominant in the rhizosphere of Chinese cabbage plants.",What is the relation between cabbage and Acidobacteria?,relate
